5f79b5b0931d63f1a42989eb65b9da6e,00012a2ce6f8dcda20d059ce98491703,delivered,11/14/2017 16:08,11/17/2017 15:32
a44895d095d7e0702b6a162fa2dbeced,000161a058600d5901f007fab4c27140,delivered,7/16/2017 9:40,7/19/2017 19:09
316a104623542e4d75189bb372bc5f8d,0001fd6190edaaf884bcaf3d49edf079,delivered,2/28/2017 11:06,3/1/2017 15:24
5825ce2e88d5346438686b0bba99e5ee,0002414f95344307404f0ace7a26f1d5,delivered,8/16/2017 13:09,8/19/2017 11:34
0ab7fb08086d4af9141453c91878ed7a,000379cdec625522490c315e70c7a9fb,delivered,4/2/2018 13:42,4/4/2018 18:11
cd3558a10d854487b4f907e9b326a4fc,0004164d20a9e969af783496f3408652,delivered,4/12/2017 8:35,4/12/2017 17:05
07f6c3baf9ac86865b60f640c4f923c6,000419c5494106c306a97b5635748086,delivered,3/2/2018 17:47,3/7/2018 21:07
8c3d752c5c02227878fae49aeaddbfd7,00046a560d407e99b969756e0b10f282,delivered,12/18/2017 11:08,12/18/2017 20:55
fa906f338cee30a984d0945b3832e431,00050bf6e01e69d5c0fd612f1bcfb69c,delivered,9/17/2017 16:04,9/18/2017 21:02
9b961b894e797f63622137ff7eb1c1af,000598caf2ef4117407665ac33275130,delivered,8/11/2018 12:14,8/13/2018 14:41
263ba12390d0fbce329dd16da8cd20f8,0005aefbb696d34b3424dccd0a0e9fd0,delivered,6/20/2018 9:46,6/21/2018 15:17
c208db5638f7f1cd04d185856852f864,00062b33cb9f6fe976afdcff967ea74d,delivered,3/15/2017 23:44,3/17/2017 15:01
728416b0db65935dbf78a0cc03e8d6f8,00066ccbe787a588c52bd5ff404590e3,delivered,2/6/2018 16:10,2/14/2018 19:58
2346e1104a4b18a23e6dc6a87c2d1b8c,00072d033fe2e59061ae5c3aff1a2be5,delivered,9/1/2017 9:24,9/5/2017 13:16
048beca6ccda094fb80bbc704d7c493d,0009a69b72033b2d0ec8c69fc70ef768,delivered,4/28/2017 13:36,4/28/2017 15:08
bc3e295306ee4d3eba91aca49b0bb539,000bf8121c3412d3057d32371c5d3395,delivered,10/11/2017 7:44,10/13/2017 15:16
cfde948cbe426f37ac61e0f04215a5f3,000e943451fc2788ca6ac98a682f2f49,delivered,4/20/2017 19:37,4/25/2017 8:23
cabfe1219e952ead9a914adde40efc42,000f17e290c26b28549908a04cfe36c1,delivered,11/10/2017 16:37,11/14/2017 16:39
574fb93317faefb9a2dc2e9facef54bd,000fd45d6fedae68fc6676036610f879,delivered,4/15/2018 15:55,4/23/2018 23:44
fa9f5a4655d840e1de98632fa80c98f4,0010068a73b7c56da5758c3f9e5c7375,delivered,4/11/2017 18:19,4/13/2017 9:06
cd16e890b276ec7a7e2e93ba379339e1,001028b78fd413e19704b3867c369d3a,delivered,4/12/2018 12:51,4/13/2018 22:05
9974509c32cb0fbfa567244ba1c29a64,00104a47c29da701ce41ee52077587d9,delivered,1/14/2018 20:28,1/16/2018 16:13
