048beca6ccda094fb80bbc704d7c493d,1,credit_card,1,173.6
058ac520863d0c0d57e3cf920de368d4,1,credit_card,1,40.22
07f6c3baf9ac86865b60f640c4f923c6,1,credit_card,4,49.4
0ab7fb08086d4af9141453c91878ed7a,1,boleto,1,107.01
0d8e03520c1b877edaf5ef24f7abb5cb,1,boleto,1,928.7
0dbcaa88e213607d3795e96eda505c73,1,credit_card,5,56.87
0fcddd81b836920211d255a9bd25ae50,1,credit_card,3,107.84
11c8a3b7adc8c5c3f5ae4f0257c5e953,1,credit_card,1,53.33
17a9050c446ea78f7108b7a5515aa438,1,credit_card,4,66.01
1839b1db32d5ea90a7fc3ca19bdd16ad,1,credit_card,3,139.15
1bd518c15ee16570e9b8c8e29fde9ab6,1,boleto,1,31.7
1f7c1b144b5b6d0a4339bd2e7ce499ac,1,boleto,1,64.1
20b93906f0b1d44ad5e6c166ab370ba7,1,credit_card,7,77.1
21a00b08cbeb5716bbb66105e3dbd850,1,voucher,1,51.17
2346e1104a4b18a23e6dc6a87c2d1b8c,1,boleto,1,106.97
246161390a20f964881feeaeea896671,1,credit_card,1,61.85
263ba12390d0fbce329dd16da8cd20f8,1,credit_card,2,147.33
2927b6be262c5528b8135e5d330c00f9,3,voucher,1,13.35
2927b6be262c5528b8135e5d330c00f9,2,voucher,1,19.82
2927b6be262c5528b8135e5d330c00f9,1,voucher,1,32.03
316a104623542e4d75189bb372bc5f8d,1,credit_card,10,195.42
333d224f4b2d2604e6cfd777af5270d2,1,boleto,1,27.75
378d1ac3d8e22dd46990757398ae8500,1,credit_card,2,42.86
393654d81daf611630ac2068a7c9b12b,1,credit_card,3,55.1
3cf2ae4128b7627b6d9dacd45887cba7,1,credit_card,2,112.83
3ea8ef64da06a959e384edb7cb824c02,1,credit_card,1,79.48
3ecc3564cd9c6190ef2a103f37351bb9,1,credit_card,1,59.34
40e61df3e13139ca0731f9f2d68732b5,1,credit_card,2,132.19
41a75aec932b24ba50e98ba8b50b625d,1,credit_card,6,61.33
47dc3a1de5a0aec4323cdade0588655c,1,credit_card,5,671.85
4d6f99dd1c15b51cdaf72f7b14223d26,1,credit_card,2,369.92
4ed7a5d31f58c9c3b20a61e3927db6d9,1,credit_card,9,92.6
52cfb42088bb202a56a77b48a3051baa,1,credit_card,2,81
53622f13efcb7f159787ccafac6626cb,1,credit_card,7,199.02
5476692f5bd7809bea1c3e1b737f9246,1,credit_card,1,69.84
567cb4e829743d8cc4dd3dc72b6d7136,1,credit_card,1,185.6
574fb93317faefb9a2dc2e9facef54bd,1,boleto,1,66.81
5825ce2e88d5346438686b0bba99e5ee,1,boleto,1,179.35
5c11e238c0563cab5491de26eb68f99a,1,credit_card,1,50.01
5f79b5b0931d63f1a42989eb65b9da6e,1,credit_card,8,114.74
604970dd9342c16efde4207c42f38f2d,1,boleto,1,30.6
63d8235747e25f4b65895e91ff64d778,1,voucher,1,82.87
68fb895df51e234a55fbf5c30c873fd2,1,credit_card,7,128.25
6bf735a4c4886608f57fda916dfa6225,1,credit_card,1,258.01
7182e129d91eb324a925d8f1f8221d88,1,credit_card,8,214.14
71db292c69a2bff7186b705046336c61,1,credit_card,3,43.68
728416b0db65935dbf78a0cc03e8d6f8,1,boleto,1,270
7509d9e6878341d7b8d48945529c94e3,1,credit_card,7,78.2
79ec7fcffa4121dbb55b945aee306e12,1,boleto,1,249.56
7ad292313f72d59700c72169ba543021,1,credit_card,3,51.27
7afca88a125dd0c2b912bbf82c0496a4,1,credit_card,2,58.59
7e47dbecc85ae7f45a4645b97b180157,1,credit_card,1,26.85
8603de8fb5551ed7faf81d2a31b8bf0e,1,credit_card,6,603.4
86be4ae55b020c490fa71d3a9d9af442,1,credit_card,6,371.87
87500eb4c129524a989447f3fb4d5c8d,1,credit_card,1,84.91
8c3d752c5c02227878fae49aeaddbfd7,1,credit_card,5,166.59
8f90bd287474f07e918f11e649848539,1,boleto,1,47.53
92b678b4a340519864bc48f15ec27285,1,credit_card,1,600.04
92c15142e314731cebdb5b1cd25962ac,1,credit_card,1,17.77
93dbea6be0ad39924a14fe9360679560,1,credit_card,1,46.53
96c833757e09a989bb5c13d0470d7f2a,1,credit_card,8,84.24
9974509c32cb0fbfa567244ba1c29a64,1,credit_card,3,100.34
9b961b894e797f63622137ff7eb1c1af,1,credit_card,10,1255.71
9bd75a47121bac1956e6b353776128b1,1,credit_card,4,40.75
9f1e6ff8c7baef38bcdfa9b804b4c552,1,credit_card,3,125.97
a44895d095d7e0702b6a162fa2dbeced,1,credit_card,5,67.41
a45f5764071ee5b932d1f802e18bafcf,1,credit_card,1,34.59
a6c173f716aac4c915299b74fb4e0b10,1,credit_card,3,153.51
a9433e2f724570bead3613996a8857f7,1,credit_card,1,67.68
afacb4d50c5827bd19cc5e0c7e3d307e,1,credit_card,2,121.9
b1e9076d07f0a18048ce3182655825f8,1,credit_card,1,81.14
b245a355c20f011bd92122803bd0f5c3,1,credit_card,10,420.94
b60b122b336eaee3323565272f117bec,1,credit_card,7,221.79
b7daca2d24a93ab9351485e0bdcbb7e6,1,credit_card,1,117.74
bc3e295306ee4d3eba91aca49b0bb539,1,credit_card,1,45.56
bcdabfbcff6df68926c4176cf4c138c3,1,credit_card,3,45.61
c208db5638f7f1cd04d185856852f864,1,boleto,1,58.95
c524e7bd2510f74fed9e94b894472306,1,credit_card,8,244.08
cabfe1219e952ead9a914adde40efc42,1,boleto,1,139.52
ccac33950ffc27cb905dbcdfb099494a,1,credit_card,10,184.94
ccfcc7f58cf5619fc40593dffc299a9f,1,credit_card,1,159.48
cd16e890b276ec7a7e2e93ba379339e1,1,credit_card,1,37.61
cd3558a10d854487b4f907e9b326a4fc,1,voucher,1,71.8
cd866ebb9aa10bfa70f22d11e82bc4e9,1,credit_card,5,133.81
cee9b5953fbfa530733f94ddce959a15,1,credit_card,5,186.74
cf4eb4d5203f0c0d14f191c15de0743e,1,boleto,1,40
cfde948cbe426f37ac61e0f04215a5f3,1,voucher,1,26.8
cfde948cbe426f37ac61e0f04215a5f3,2,voucher,1,26.8
cfde948cbe426f37ac61e0f04215a5f3,3,voucher,1,26.8
cfde948cbe426f37ac61e0f04215a5f3,4,voucher,1,25.83
e3d651007ef1548b71b4285ca0f484e4,1,credit_card,3,133.57
e4474c18ee6216f7deac308805b4ef1e,1,boleto,1,243.69
e4606fed871d036cbc9acbbd4e3282f1,1,credit_card,3,162.15
e4c77eec895c98ee6919f8d872614ee5,1,credit_card,1,92.81
e531f04ac27aac6bf0cba03986415776,1,boleto,1,74.94
ed6f828ab9f3f7383d3ba2115000bf34,1,boleto,1,25.46
ee8dd407e306b0808fd6fddc17ea6f78,1,boleto,1,21.94
f1c678e4d14a34ff56f675634bce6b15,1,credit_card,1,34.86
f22420a030f491fdcaabbc5573a9ff39,1,credit_card,5,53.72
fa906f338cee30a984d0945b3832e431,1,credit_card,8,85.23
fa9f5a4655d840e1de98632fa80c98f4,1,boleto,1,54.83
fd08c88095ca23b6188a30f0abc679e3,1,credit_card,4,43.55
ff767a5901c39fba72b1b8eade30d691,1,credit_card,1,483.7
