048beca6ccda094fb80bbc704d7c493d,994e65eb77f3501f497e7fd860b0ea9e,79ed755314cfe6df0daef2c6cd3022cd,5/5/2017 13:45,159.9,13.7
058ac520863d0c0d57e3cf920de368d4,b1688f579e9213539ee21cf15ac4382a,ea8482cd71df3c1969d7b9473ff13abc,5/25/2018 2:56,24.99,15.23
07f6c3baf9ac86865b60f640c4f923c6,daa7499d1e545811c843e8189cd30286,e5a3438891c0bfdb9394643f95273d8e,3/8/2018 14:10,34.3,15.1
0ab7fb08086d4af9141453c91878ed7a,868b3136c5b206f91b8208fbfdf2cb7c,4a3ca9315b744ce9f8e9374361493884,4/10/2018 3:10,93,14.01
0d8e03520c1b877edaf5ef24f7abb5cb,6603a1f90a028304a932b64612e2a39b,e1c76f339ebd5460999f25a2aa8c92c5,5/31/2018 12:15,899.9,28.8
0dbcaa88e213607d3795e96eda505c73,4231002e80d2a25aed31d65b4b91f479,c013e57c075a06e5b5c48ee03c525719,7/3/2018 18:30,42.99,13.88
0fcddd81b836920211d255a9bd25ae50,d189fbf8b5d79a670cebcaaad68d77b2,0d85bbda9889ce1f7e63778d24f346eb,10/25/2017 9:49,79.9,27.94
11c8a3b7adc8c5c3f5ae4f0257c5e953,f4685661dba7a38783007afb3e5fe8ac,f680f85bee2d253556ac91be391d2c82,10/20/2017 19:35,43.99,9.34
17a9050c446ea78f7108b7a5515aa438,8bd4145633bb6d4e5ae091577f6b8dce,cfb1a033743668a192316f3c6d1d2671,6/8/2017 19:55,49.9,16.11
1839b1db32d5ea90a7fc3ca19bdd16ad,dc3665bc3584a881a2462a1efbc71107,cca3071e3e9bb7d12640c9fbe2301306,11/17/2017 20:50,125.93,13.22
1bd518c15ee16570e9b8c8e29fde9ab6,41db6d8062fcd38410c699743ccc0265,92eb0f42c21942b6552362b9b114707d,8/3/2018 4:15,13.47,18.23
1f7c1b144b5b6d0a4339bd2e7ce499ac,cae7248e9bdfda82584faea19dbf793f,6560211a19b47992c3666cc44a7e94c0,3/7/2018 2:48,49,15.1
20b93906f0b1d44ad5e6c166ab370ba7,a77e013f372e02ec1490a7018244acce,41b86b552e54e3a7009596125aa8b167,4/7/2017 19:30,62.9,14.2
2346e1104a4b18a23e6dc6a87c2d1b8c,4eba76ab901d06e619d8d7ac69b3579a,c500367424994318b9e779ff1ae9a330,9/8/2017 2:50,89.9,17.07
246161390a20f964881feeaeea896671,58c975d8b74f2c5a520b580f46456cf5,efcd8d2104f1a05d028af7bad20d974b,1/30/2018 14:03,50,11.85
263ba12390d0fbce329dd16da8cd20f8,c5fff00bf5f821911d676badbb286675,da8622b14eb17ae2831f4ac5b9dab84a,6/22/2018 10:21,134.9,12.43
2927b6be262c5528b8135e5d330c00f9,f72f94500a6463e91cc9ad3a4fa04234,17ca9b9e9b9ef8fdb529001b49ebb50f,6/7/2018 9:31,49.97,15.23
316a104623542e4d75189bb372bc5f8d,9df2b21ec85378d71df4404712e17478,46dc3b2cc0980fb8ec44634e21d2718e,3/6/2017 11:15,179.99,15.43
333d224f4b2d2604e6cfd777af5270d2,f89d2b130b571d24532514dca6fee2a8,8b321bb669392f5163d04c59e235e066,2/8/2018 2:53,13.65,14.1
378d1ac3d8e22dd46990757398ae8500,ba4d4408f422ce8b42de69cbf879f5f9,52a50b42accf164f9f019941e5759d9b,8/7/2018 23:30,29.99,12.87
393654d81daf611630ac2068a7c9b12b,a237de12bdf0bfe4fe220bae65a89731,6c7d50c24b3ccd2fd83b44d8bb34e073,11/6/2017 18:10,37.5,17.6
3cf2ae4128b7627b6d9dacd45887cba7,29427de7f8a9ee983d9dbc51cec569b4,7a67c85e85bb2ce8582c35f2203ad736,3/12/2018 1:30,99.99,12.84
3ea8ef64da06a959e384edb7cb824c02,4ac50dbde931c0a5ed8c33d3dc047351,e5a38146df062edaf55c38afa99e42dc,6/2/2017 19:15,61.8,17.68
3ecc3564cd9c6190ef2a103f37351bb9,4cae700683e540b8fe2cea0ab7e75037,d97df38225e5abadaff1e72cb72b823c,1/12/2018 19:39,50,9.34
40e61df3e13139ca0731f9f2d68732b5,81227b918dc751995a7301b5f38437b8,18a349e75d307f4b4cc646a691ed4216,6/18/2018 20:22,122.99,9.2
41a75aec932b24ba50e98ba8b50b625d,dcb7642f668e09b75d526454940124b9,92eb0f42c21942b6552362b9b114707d,3/6/2018 8:30,18.07,2.15
41a75aec932b24ba50e98ba8b50b625d,dcbdf52239601eca861bf0d1aa598fab,92eb0f42c21942b6552362b9b114707d,3/6/2018 8:30,19.57,21.54
